file_name;label;binary_label
vacia/noanimal_zoo_1_4/7_20210115_3720_.jpg;vacia;0
vacia/noanimal_zoo_1_4/34_20210115_1413_.jpg;vacia;0
jabali/jabali_alumno_2_2_th_jc/28_20201019_1724_.jpg;jabali;1
lince/lince_b_linces2_leo_jc/lince228_240_.jpg;lince;1
caballo/horse_zoo_1_4/10_20201117_452_.jpg;caballo;1
humanovehiculo/humano_vehiculo_pnc_2013-i_isaac/1206imag0031.jpg;humanovehiculo;1
cervidae/ciervo_pnc_2013-o_me/b1480imag0008.jpg;cervidae;1
vacia/vacias_pnc_2014_isaac/c9525im000274.jpg;vacia;0
gato_domestico/cat_caltechcameratrap/58e597f9-23d2-11e8-a6a3-ec086b02610b.jpg;gato_domestico;1
lince/lince_b_linces2_leo_jc/lince213_12_.jpg;lince;1
vacia/vacia_paco_carro_jc/img_0735.jpg;vacia;0
zorro/zorro_pnc_2012_jc/a44669im000040.jpg;zorro;1
lince/lince_b_linces2_leo_jc/lince221_2_.jpg;lince;1
cervidae/deer_caltechcameratrap/59a7bc59-23d2-11e8-a6a3-ec086b02610b.jpg;cervidae;1
vaca/cow_zoo_5_6_7_9/49_20210418_2174_.jpg;vaca;1
vacia/noanimal_zoo_5_6_7_9/25_20210417_4150_.jpg;vacia;0
micromamiferos/rat_islandconservationcameratraps/micronesia_cam03april2019_20190411_224054_rcnx0381.jpg;micromamiferos;1
vacia/noanimal_zoo_1_4/4_20210117_3921_.jpg;vacia;0
cervidae/deer_caltechcameratrap/5892b5b6-23d2-11e8-a6a3-ec086b02610b.jpg;cervidae;1
vacia/empty_snapshotmountainzebra/mtz_s1_d07_r1_imag0725.jpg;vacia;0
cervidae/deer_caltechcameratrap/59a49ad9-23d2-11e8-a6a3-ec086b02610b.jpg;cervidae;1
gato_domestico/cat_islandconservationcameratraps/chile_frances022013_25052013174404.jpg;gato_domestico;1
cervidae/cervidredorfallowdeer_zoo_5_6_7_9/19_20210319_2887_.jpg;cervidae;1
vacia/empty_caltechcameratraps/59cb39b0-23d2-11e8-a6a3-ec086b02610b.jpg;vacia;0
vacia/noanimal_zoo_5_6_7_9/11_20210418_3171_.jpg;vacia;0
zorro/zorro_pnc_2014_jc/c25826im000044.jpg;zorro;1
cervidae/deer_caltechcameratrap/59f12a1e-23d2-11e8-a6a3-ec086b02610b.jpg;cervidae;1
ave/otherspecies_zoo_5_6_7_9/19_20210417_1180_.jpg;ave;1
vacia/noanimal_zoo_1_4/43_20201217_2246_.jpg;vacia;0
zorro/redfox_ena24/3497.jpg;zorro;1
ave/bird_caltechcameratrap/5a1e5099-23d2-11e8-a6a3-ec086b02610b.jpg;ave;1
vacia/vacia_pnm_2013-o_me/f13722imag0762.jpg;vacia;0
jabali/wildboar_zoo_1_4/37_20201116_14573_.jpg;jabali;1
lince/lince_a_linces2_leo_jc/lince94_235_.jpg;lince;1
garduna/garduna_pnc_2013-o_red_isaac/b19816imag0066.jpg;garduna;1
jabali/jabali_javi_jc/41_20201025_165_.jpg;jabali;1
vacia/noanimal_zoo_1_4/37_20201116_12924_.jpg;vacia;0
vacia/noanimal_zoo_5_6_7_9/36_20210319_2733_.jpg;vacia;0
leporido/rabbit_islandconservationcameratraps/chile_frances022013_29052013141015.jpg;leporido;1
cervidae/cervidae_alumno_2_th/34_20201024_6213_.jpg;cervidae;1
cervidae/ciervo_vacias_humanos_pnc_2012_me/a28074im000073.jpg;cervidae;1
vacia/nothing_mammalweb/14770.jpg;vacia;0
caballo/horse_zoo_5_6_7_9/44_20210618_322_.jpg;caballo;1
jabali/jabali_pnm_2013-i_isaac/e5226imag0141.jpg;jabali;1
vacia/noanimal_zoo_5_6_7_9/25_20210219_465__2021_04_1506_16_22utc_.jpg;vacia;0
vaca/cow_zoo_5_6_7_9/49_20210418_2107_.jpg;vaca;1
vacia/vacia_paco_carro_jc/01130707_2_.jpg;vacia;0
vacia/noanimal_zoo_1_4/40_20201024_7413_.jpg;vacia;0
cervidae/deer_caltechcameratrap/59af9616-23d2-11e8-a6a3-ec086b02610b.jpg;cervidae;1
vacia/noanimal_zoo_1_4/37_20201116_5076_.jpg;vacia;0
vacia/empty_caltechcameratraps/59be407e-23d2-11e8-a6a3-ec086b02610b.jpg;vacia;0
zorro/zorro_pnc_2012_jc/a30024im000193.jpg;zorro;1
zorro/zorro_vacias_humanos_pnc_2012_me/a39813im000079.jpg;zorro;1
zorro/fox_caltechcameratrap_me/59216533-23d2-11e8-a6a3-ec086b02610b.jpg;zorro;1
cervidae/ciervo_pnc_2014_isaac/c10407im000067.jpg;cervidae;1
vacia/noanimal_zoo_5_6_7_9/50_20210408_20975_.jpg;vacia;0
humanovehiculo/car_caltechcameratrap_me/vehiculo/59d41846-23d2-11e8-a6a3-ec086b02610b.jpg;humanovehiculo;1
ave/bird_caltechcameratrap/589cb36f-23d2-11e8-a6a3-ec086b02610b.jpg;ave;1
vacia/noanimal_zoo_5_6_7_9/36_20210618_1725_.jpg;vacia;0
cervidae/cervidredorfallowdeer_zoo_1_4/21_20201025_3941_.jpg;cervidae;1
vacia/empty_snapshotmountainzebra/mtz_s1_d05_r1_imag2500.jpg;vacia;0
zorro/zorro_pnc_2013-i_red_me/6502imag0009.jpg;zorro;1
vacia/empty_snapshotmountainzebra/mtz_s1_d05_r1_imag0441.jpg;vacia;0
cervidae/cervidredorfallowdeer_zoo_5_6_7_9/25_20210319_4846_.jpg;cervidae;1
vacia/empty_islandconservationcameratraps/dominicanrepublic_cam0425abril2015_20130727_043454_sunp0223.jpg;vacia;0
cervidae/cervidredorfallowdeer_zoo_1_4/21_20201119_3414_.jpg;cervidae;1
vaca/cow_zoo_5_6_7_9/49_20210418_2122_.jpg;vaca;1
micromamiferos/micromamifero_wellingtoncameratraps_ss/040716194150038as243.jpg;micromamiferos;1
vacia/vacia_alumno_th_3_th_jc/30_20201021_14098_.jpg;vacia;0
vacia/empty_snapshotmountainzebra/mtz_s1_g04_r3_imag2926.jpg;vacia;0
zorro/zorro_vacias_humanos_pnc_2012_me/a40389imag0044.jpg;zorro;1
vaca/cow_zoo_5_6_7_9/9_20210615_2331_.jpg;vaca;1
zorro/zorro_leo_otra_fauna_pasada_por_la_red_jc/otrafauna_1070_.jpg;zorro;1
vacia/empty_islandconservationcameratraps/puertorico_26_20150215_141754_ek000569.jpg;vacia;0
ave/bird_caltechcameratrap/59aadc74-23d2-11e8-a6a3-ec086b02610b.jpg;ave;1
vacia/vacia_paco_carro_jc/01140031.jpg;vacia;0
micromamiferos/micromamifero_wellingtoncameratraps_ss/041116035034021cs143.jpg;micromamiferos;1
vacia/noanimal_zoo_1_4/34_20210115_1947_.jpg;vacia;0
vacia/vacias_pnc_2013-o_red_isaac/b5679im000131.jpg;vacia;0
vacia/noanimal_zoo_5_6_7_9/2_20210417_16502_.jpg;vacia;0
jabali/wildboar_zoo_5_6_7_9/19_20210219_261__2021_04_1506_16_22utc_.jpg;jabali;1
vacia/noanimal_zoo_1_4/40_20201215_3700_.jpg;vacia;0
lince/lince_b_linces2_leo_jc/lince224_96_.jpg;lince;1
leporido/rabbit_islandconservationcameratraps/chile_frances012013_1501201360228.jpg;leporido;1
vacia/noanimal_zoo_5_6_7_9/19_20210319_176_.jpg;vacia;0
zorro/redfox_ena24/3255.jpg;zorro;1
cervidae/ciervo_pnm_2012_isaac/d14472imag0025.jpg;cervidae;1
leporido/rabbit_islandconservationcameratraps/chile_frances012013_0801201354348.jpg;leporido;1
cervidae/cervidae_me_rev_3_donana/34_20201024_4486_.jpg;cervidae;1
lince/lince_a_linces2_leo_jc/lince48_90_.jpg;lince;1
jabali/wildboar_zoo_1_4/20_20210115_205_.jpg;jabali;1
ave/ave_ave_wellingtoncameratraps_ss/200116190126045b7201.jpg;ave;1
humanovehiculo/humano_vehiculo_pnc_2013-i_isaac/4369imag0341.jpg;humanovehiculo;1
vacia/noanimal_zoo_1_4/43_20201217_1936_.jpg;vacia;0
vacia/noanimal_zoo_1_4/7_20210115_3850_.jpg;vacia;0
vacia/noanimal_zoo_5_6_7_9/13_20210218_556__2021_04_1506_16_22utc_.jpg;vacia;0
cervidae/ciervo_pnc_2013-i_me/7279im000025.jpg;cervidae;1
vacia/noanimal_zoo_1_4/13_20201219_696_.jpg;vacia;0
vacia/noanimal_zoo_1_4/6_20201812_10890_.jpg;vacia;0
vacia/empty_caltechcameratraps/59cb3787-23d2-11e8-a6a3-ec086b02610b.jpg;vacia;0
vacia/noanimal_zoo_5_6_7_9/24_20210318_5150_.jpg;vacia;0
caballo/horse_zoo_1_4/10_20201117_1187_.jpg;caballo;1
lince/lince_b_linces2_leo_jc/lince157_7_.jpg;lince;1
jabali/wildboar_zoo_5_6_7_9/20_20210219_2901__2021_04_1506_16_22utc_.jpg;jabali;1
