file_name;label;threshold;detector_label;false_positive;false_negative;time_inference
vacia/empty_islandconservationcameratraps/dominicanrepublic_cam11618mayo2017_20170410_092515_img_0069.jpg;0;0.2;0;0;0;2.7
vacia/noanimal_zoo_1_4/28_20201019_329_.jpg;0;0.2;1;1;0;2.8
jabali/jabali_pnm_2013-o_isaac/f27560imag0113.jpg;1;0.2;1;0;0;3.41
jabali/wildboar_zoo_1_4/37_20210115_2245_.jpg;1;0.2;1;0;0;2.57
vacia/noanimal_zoo_5_6_7_9/50_20210408_6876_.jpg;0;0.2;0;0;0;2.74
lince/lince_a_linces2_leo_jc/lince58_22_.jpg;1;0.2;1;0;0;3.4
zorro/zorro_leo_otra_fauna_pasada_por_la_red_jc/otrafauna_675_.jpg;1;0.2;1;0;0;2.96
vacia/empty_islandconservationcameratraps/dominicanrepublic_cam1826junio2015_20150505_130939_img_3077.jpg;0;0.2;0;0;0;2.52
cervidae/cervidredorfallowdeer_zoo_1_4/34_20201024_2742_.jpg;1;0.2;1;0;0;2.56
micromamiferos/rat_islandconservationcameratraps/palau_cam6a12132018_20180914_224626_rcnx0468.jpg;1;0.2;1;0;0;2.96
jabali/wildboar_zoo_5_6_7_9/1_20210319_7_.jpg;1;0.2;1;0;0;2.51
humanovehiculo/humano_vehiculo_pnm_2013-o_isaac/f8130im000003.jpg;1;0.2;1;0;0;2.91
vacia/vacia_javi_2_jc/27_20201023_4595_.jpg;0;0.2;0;0;0;2.55
vacia/empty_snapshotmountainzebra/mtz_s1_c06_r3_imag2525.jpg;0;0.2;1;1;0;2.85
caballo/horse_zoo_1_4/15_20201117_7287_.jpg;1;0.2;1;0;0;2.45
vacia/vacias_pnm_2013-o_isaac/f7213imag0066.jpg;0;0.2;0;0;0;2.79
tejon/tejon_pepe_irec_jc/imag0423__5_.jpg;1;0.2;1;0;0;2.83
ave/bird_caltechcameratrap/5976a214-23d2-11e8-a6a3-ec086b02610b.jpg;1;0.2;1;0;0;2.79
vaca/cow_zoo_5_6_7_9/21_20210418_1498_.jpg;1;0.2;1;0;0;2.41
cervidae/cervidredorfallowdeer_zoo_1_4/20_20201024_741_.jpg;1;0.2;1;0;0;2.51
vacia/noanimal_zoo_1_4/34_20210115_1643_.jpg;0;0.2;0;0;0;2.43
cervidae/cervidredorfallowdeer_zoo_5_6_7_9/20_20210219_2099__2021_04_1506_16_22utc_.jpg;1;0.2;1;0;0;2.48
leporido/conejo_pnc_2014_jc/c8663im000121.jpg;1;0.2;1;0;0;2.78
vacia/vacia_alumno_am_2/25_20201024_312_.jpg;0;0.2;0;0;0;2.46
lince/lince_a_linces2_leo_jc/lince130_306_.jpg;1;0.2;1;0;0;2.49
cervidae/ciervo_simone_2/37_20201024_1156_.jpg;1;0.2;1;0;0;2.39
cervidae/2_ciervo_alumno_2_th/34_20201024_2381_.jpg;1;0.2;1;0;0;2.56
cervidae/ciervo_simone_2/34_20201024_5494_.jpg;1;0.2;1;0;0;2.78
humanovehiculo/humano_vehiculo_pnc_2014_isaac/c12199imag0129.jpg;1;0.2;1;0;0;3.0
vacia/noanimal_zoo_5_6_7_9/50_20210417_25294_.jpg;0;0.2;0;0;0;2.53
cervidae/ciervo_pnc_2012_jc/a14725im000641.jpg;1;0.2;0;0;1;2.9
vaca/cow_caltechcameratrap/585c030e-23d2-11e8-a6a3-ec086b02610b.jpg;1;0.2;1;0;0;2.97
cervidae/cervidredorfallowdeer_zoo_1_4/17_20201225_61_.jpg;1;0.2;1;0;0;2.59
vacia/noanimal_zoo_5_6_7_9/24_20210615_7263_.jpg;0;0.2;0;0;0;2.58
ave/otherspecies_zoo_5_6_7_9/38_20210618_1691_.jpg;1;0.2;0;0;1;2.6
vacia/empty_islandconservationcameratraps/dominicanrepublic_cam0926julio2015_20150630_185725_img_0015.jpg;0;0.2;0;0;0;2.57
garduna/garduna_vacias_humanos_pnc_2012_me/a43103imag0017.jpg;1;0.2;1;0;0;2.99
vacia/empty_snapshotmountainzebra/mtz_s1_d06_r1_imag0865.jpg;0;0.2;0;0;0;2.9
ave/bird_caltechcameratrap/58ce4024-23d2-11e8-a6a3-ec086b02610b.jpg;1;0.2;1;0;0;2.89
vacia/vacias_pnc_2014_isaac/c11233imag0016.jpg;0;0.2;0;0;0;2.88
cervidae/cervidredorfallowdeer_zoo_5_6_7_9/35_20210218_2606__2021_04_1506_16_22utc_.jpg;1;0.2;1;0;0;2.69
cervidae/ciervo_pnm_2013-o_isaac/f11190im000199.jpg;1;0.2;1;0;0;2.92
vacia/empty_islandconservationcameratraps/dominicanrepublic_cam11618mayo2017_20170410_092515_img_0069.jpg;0;0.1;0;0;0;2.59
vacia/noanimal_zoo_1_4/28_20201019_329_.jpg;0;0.1;1;1;0;2.55
jabali/jabali_pnm_2013-o_isaac/f27560imag0113.jpg;1;0.1;1;0;0;2.87
jabali/wildboar_zoo_1_4/37_20210115_2245_.jpg;1;0.1;1;0;0;2.5
vacia/noanimal_zoo_5_6_7_9/50_20210408_6876_.jpg;0;0.1;0;0;0;2.52
lince/lince_a_linces2_leo_jc/lince58_22_.jpg;1;0.1;1;0;0;2.96
zorro/zorro_leo_otra_fauna_pasada_por_la_red_jc/otrafauna_675_.jpg;1;0.1;1;0;0;2.93
vacia/empty_islandconservationcameratraps/dominicanrepublic_cam1826junio2015_20150505_130939_img_3077.jpg;0;0.1;0;0;0;2.55
cervidae/cervidredorfallowdeer_zoo_1_4/34_20201024_2742_.jpg;1;0.1;1;0;0;2.59
micromamiferos/rat_islandconservationcameratraps/palau_cam6a12132018_20180914_224626_rcnx0468.jpg;1;0.1;1;0;0;2.94
jabali/wildboar_zoo_5_6_7_9/1_20210319_7_.jpg;1;0.1;1;0;0;2.57
humanovehiculo/humano_vehiculo_pnm_2013-o_isaac/f8130im000003.jpg;1;0.1;1;0;0;2.92
vacia/vacia_javi_2_jc/27_20201023_4595_.jpg;0;0.1;0;0;0;2.63
vacia/empty_snapshotmountainzebra/mtz_s1_c06_r3_imag2525.jpg;0;0.1;1;1;0;2.95
caballo/horse_zoo_1_4/15_20201117_7287_.jpg;1;0.1;1;0;0;2.57
vacia/vacias_pnm_2013-o_isaac/f7213imag0066.jpg;0;0.1;0;0;0;3.03
tejon/tejon_pepe_irec_jc/imag0423__5_.jpg;1;0.1;1;0;0;2.93
ave/bird_caltechcameratrap/5976a214-23d2-11e8-a6a3-ec086b02610b.jpg;1;0.1;1;0;0;2.93
vaca/cow_zoo_5_6_7_9/21_20210418_1498_.jpg;1;0.1;1;0;0;2.51
cervidae/cervidredorfallowdeer_zoo_1_4/20_20201024_741_.jpg;1;0.1;1;0;0;2.49
vacia/noanimal_zoo_1_4/34_20210115_1643_.jpg;0;0.1;0;0;0;2.68
cervidae/cervidredorfallowdeer_zoo_5_6_7_9/20_20210219_2099__2021_04_1506_16_22utc_.jpg;1;0.1;1;0;0;2.77
leporido/conejo_pnc_2014_jc/c8663im000121.jpg;1;0.1;1;0;0;2.95
vacia/vacia_alumno_am_2/25_20201024_312_.jpg;0;0.1;0;0;0;2.62
lince/lince_a_linces2_leo_jc/lince130_306_.jpg;1;0.1;1;0;0;2.72
cervidae/ciervo_simone_2/37_20201024_1156_.jpg;1;0.1;1;0;0;2.65
cervidae/2_ciervo_alumno_2_th/34_20201024_2381_.jpg;1;0.1;1;0;0;2.52
cervidae/ciervo_simone_2/34_20201024_5494_.jpg;1;0.1;1;0;0;2.56
humanovehiculo/humano_vehiculo_pnc_2014_isaac/c12199imag0129.jpg;1;0.1;1;0;0;2.97
vacia/noanimal_zoo_5_6_7_9/50_20210417_25294_.jpg;0;0.1;0;0;0;2.6
cervidae/ciervo_pnc_2012_jc/a14725im000641.jpg;1;0.1;0;0;1;3.0
vaca/cow_caltechcameratrap/585c030e-23d2-11e8-a6a3-ec086b02610b.jpg;1;0.1;1;0;0;3.5
cervidae/cervidredorfallowdeer_zoo_1_4/17_20201225_61_.jpg;1;0.1;1;0;0;2.73
vacia/noanimal_zoo_5_6_7_9/24_20210615_7263_.jpg;0;0.1;0;0;0;2.71
ave/otherspecies_zoo_5_6_7_9/38_20210618_1691_.jpg;1;0.1;1;0;0;2.76
vacia/empty_islandconservationcameratraps/dominicanrepublic_cam0926julio2015_20150630_185725_img_0015.jpg;0;0.1;0;0;0;2.74
garduna/garduna_vacias_humanos_pnc_2012_me/a43103imag0017.jpg;1;0.1;1;0;0;3.55
vacia/empty_snapshotmountainzebra/mtz_s1_d06_r1_imag0865.jpg;0;0.1;0;0;0;3.33
ave/bird_caltechcameratrap/58ce4024-23d2-11e8-a6a3-ec086b02610b.jpg;1;0.1;1;0;0;3.49
vacia/vacias_pnc_2014_isaac/c11233imag0016.jpg;0;0.1;0;0;0;3.36
cervidae/cervidredorfallowdeer_zoo_5_6_7_9/35_20210218_2606__2021_04_1506_16_22utc_.jpg;1;0.1;1;0;0;2.66
cervidae/ciervo_pnm_2013-o_isaac/f11190im000199.jpg;1;0.1;1;0;0;3.14
vacia/empty_islandconservationcameratraps/dominicanrepublic_cam11618mayo2017_20170410_092515_img_0069.jpg;0;0.05;0;0;0;3.17
vacia/noanimal_zoo_1_4/28_20201019_329_.jpg;0;0.05;1;1;0;2.65
jabali/jabali_pnm_2013-o_isaac/f27560imag0113.jpg;1;0.05;1;0;0;3.14
jabali/wildboar_zoo_1_4/37_20210115_2245_.jpg;1;0.05;1;0;0;2.75
vacia/noanimal_zoo_5_6_7_9/50_20210408_6876_.jpg;0;0.05;1;1;0;2.8
lince/lince_a_linces2_leo_jc/lince58_22_.jpg;1;0.05;1;0;0;3.09
zorro/zorro_leo_otra_fauna_pasada_por_la_red_jc/otrafauna_675_.jpg;1;0.05;1;0;0;3.25
vacia/empty_islandconservationcameratraps/dominicanrepublic_cam1826junio2015_20150505_130939_img_3077.jpg;0;0.05;0;0;0;2.9
cervidae/cervidredorfallowdeer_zoo_1_4/34_20201024_2742_.jpg;1;0.05;1;0;0;3.16
micromamiferos/rat_islandconservationcameratraps/palau_cam6a12132018_20180914_224626_rcnx0468.jpg;1;0.05;1;0;0;3.01
jabali/wildboar_zoo_5_6_7_9/1_20210319_7_.jpg;1;0.05;1;0;0;2.6
humanovehiculo/humano_vehiculo_pnm_2013-o_isaac/f8130im000003.jpg;1;0.05;1;0;0;3.02
vacia/vacia_javi_2_jc/27_20201023_4595_.jpg;0;0.05;0;0;0;2.62
vacia/empty_snapshotmountainzebra/mtz_s1_c06_r3_imag2525.jpg;0;0.05;1;1;0;2.98
caballo/horse_zoo_1_4/15_20201117_7287_.jpg;1;0.05;1;0;0;2.66
vacia/vacias_pnm_2013-o_isaac/f7213imag0066.jpg;0;0.05;0;0;0;2.97
tejon/tejon_pepe_irec_jc/imag0423__5_.jpg;1;0.05;1;0;0;3.05
ave/bird_caltechcameratrap/5976a214-23d2-11e8-a6a3-ec086b02610b.jpg;1;0.05;1;0;0;3.0
vaca/cow_zoo_5_6_7_9/21_20210418_1498_.jpg;1;0.05;1;0;0;2.61
cervidae/cervidredorfallowdeer_zoo_1_4/20_20201024_741_.jpg;1;0.05;1;0;0;2.58
vacia/noanimal_zoo_1_4/34_20210115_1643_.jpg;0;0.05;0;0;0;2.64
cervidae/cervidredorfallowdeer_zoo_5_6_7_9/20_20210219_2099__2021_04_1506_16_22utc_.jpg;1;0.05;1;0;0;2.59
leporido/conejo_pnc_2014_jc/c8663im000121.jpg;1;0.05;1;0;0;2.92
vacia/vacia_alumno_am_2/25_20201024_312_.jpg;0;0.05;0;0;0;2.59
lince/lince_a_linces2_leo_jc/lince130_306_.jpg;1;0.05;1;0;0;2.58
cervidae/ciervo_simone_2/37_20201024_1156_.jpg;1;0.05;1;0;0;2.57
cervidae/2_ciervo_alumno_2_th/34_20201024_2381_.jpg;1;0.05;1;0;0;2.55
cervidae/ciervo_simone_2/34_20201024_5494_.jpg;1;0.05;1;0;0;2.59
humanovehiculo/humano_vehiculo_pnc_2014_isaac/c12199imag0129.jpg;1;0.05;1;0;0;2.99
vacia/noanimal_zoo_5_6_7_9/50_20210417_25294_.jpg;0;0.05;0;0;0;2.74
cervidae/ciervo_pnc_2012_jc/a14725im000641.jpg;1;0.05;1;0;0;3.17
vaca/cow_caltechcameratrap/585c030e-23d2-11e8-a6a3-ec086b02610b.jpg;1;0.05;1;0;0;3.02
cervidae/cervidredorfallowdeer_zoo_1_4/17_20201225_61_.jpg;1;0.05;1;0;0;2.61
vacia/noanimal_zoo_5_6_7_9/24_20210615_7263_.jpg;0;0.05;0;0;0;2.62
ave/otherspecies_zoo_5_6_7_9/38_20210618_1691_.jpg;1;0.05;1;0;0;2.74
vacia/empty_islandconservationcameratraps/dominicanrepublic_cam0926julio2015_20150630_185725_img_0015.jpg;0;0.05;0;0;0;2.76
garduna/garduna_vacias_humanos_pnc_2012_me/a43103imag0017.jpg;1;0.05;1;0;0;3.32
vacia/empty_snapshotmountainzebra/mtz_s1_d06_r1_imag0865.jpg;0;0.05;0;0;0;3.26
ave/bird_caltechcameratrap/58ce4024-23d2-11e8-a6a3-ec086b02610b.jpg;1;0.05;1;0;0;3.1
vacia/vacias_pnc_2014_isaac/c11233imag0016.jpg;0;0.05;0;0;0;2.99
cervidae/cervidredorfallowdeer_zoo_5_6_7_9/35_20210218_2606__2021_04_1506_16_22utc_.jpg;1;0.05;1;0;0;2.64
cervidae/ciervo_pnm_2013-o_isaac/f11190im000199.jpg;1;0.05;1;0;0;4.06
